name,birth_date,age,gender,home_country,home_city,home_state,current_country,worth,industry,source,self_made,country_population,country_gdp,country_life_expectancy,country_tax_revenue,country_total_tax_rate,country_gross_primary_education,country_gross_tertiary_education,country_cpi,country_latitude,country_longitude
"David Filo",1966-04-15,56,Male,"United States","Palo Alto",California,"United States",3200000000,Technology,Yahoo,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Lindsay Fox",1937-04-19,85,Male,Australia,Melbourne,not-applicable,Australia,3200000000,Logistics,"Logistics, real estate",1,25766605,1392680589329,82.7,23.0,47.4,100.3,113.1,119.8,-25.274398,133.775136
"Sergei Galitsky",1967-08-14,55,Male,Russia,Krasnodar,not-applicable,Russia,3200000000,"Fashion & Retail",Retail,1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Senapathy Gopalakrishnan",1955-04-05,67,Male,India,Bangalore,not-applicable,India,3200000000,Technology,"Software services",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Luciano Hang",1962-10-11,60,Male,Brazil,Brusque,not-applicable,Brazil,3200000000,"Fashion & Retail","Department stores",1,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Michael Hintze",1953-07-27,69,Male,"United Kingdom",London,not-applicable,Australia,3200000000,"Finance & Investments",Investment,1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Baifan Hu",1962-10-01,60,Male,China,Shaoxing,not-applicable,China,3200000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Hamilton James",1951-08-03,71,Male,"United States","New York","New York","United States",3200000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Boo-jin Lee",1970-10-06,52,Female,"South Korea",Seoul,not-applicable,"South Korea",3200000000,Technology,Samsung,0,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Liangbin Li",1967-09-01,55,Male,China,Xinyu,not-applicable,China,3200000000,Manufacturing,Lithium,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Feng Liang",1968-11-22,54,Male,China,Shanghai,not-applicable,China,3200000000,Manufacturing,Manufacturing,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Samir Mehta",1963-09-18,59,Male,India,Ahmedabad,not-applicable,India,3200000000,Healthcare,"Pharmaceuticals, power",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Sudhir Mehta",1954-04-10,68,Male,India,Ahmedabad,not-applicable,India,3200000000,Healthcare,"Pharmaceuticals, power",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Aristotelis Mistakidis",1961-11-21,61,Male,Switzerland,Zug,not-applicable,Greece,3200000000,"Metals & Mining","Mining, commodities",1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Geoffrey Palmer",1950-05-11,72,Male,"United States","Beverly Hills",California,"United States",3200000000,"Real Estate","Real estate",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Roger Penske",1937-02-20,86,Male,"United States",Birmingham,Michigan,"United States",3200000000,Automotive,Cars,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Ravi Pillai",1953-09-02,69,Male,"United Arab Emirates",Dubai,not-applicable,India,3200000000,"Construction & Engineering",Construction,1,9770529,421142267938,77.8,0.1,15.9,108.4,36.8,114.5,23.424076,53.847818
"David Rubenstein",1949-08-11,73,Male,"United States",Bethesda,Maryland,"United States",3200000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Hilton Schlosberg",1953-01-01,70,Male,"United States",Irvine,California,"United Kingdom",3200000000,"Food & Beverage","Energy drinks",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Klaus-Peter Schulenberg",1951-07-01,71,Male,Germany,Bremen,not-applicable,Germany,3200000000,Service,"Ticketing service",1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Lynn Schusterman",1939-01-21,84,Female,"United States",Tulsa,Oklahoma,"United States",3200000000,Energy,"Oil & gas, investments",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Isabella SerÃ gnoli",1945-12-23,77,Female,Italy,Bologna,not-applicable,Italy,3200000000,Manufacturing,Packaging,0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Guojun Shen",1962-07-31,60,Male,China,Beijing,not-applicable,China,3200000000,"Fashion & Retail",Retail,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Warren Stephens",1957-02-18,66,Male,"United States","Little Rock",Arkansas,"United States",3200000000,"Finance & Investments","Investment banking",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Pat Stryker",1956-04-06,66,Female,"United States","Fort Collins",Colorado,"United States",3200000000,Healthcare,"Medical equipment",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Roman Trotsenko",1970-09-12,52,Male,Russia,Moscow,not-applicable,Russia,3200000000,Logistics,"Transport, engineering, real estate",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Harald Tschira",1974-04-25,48,Male,Germany,Heidelberg,not-applicable,Germany,3200000000,Technology,Software,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Udo Tschira",1969-09-17,53,Male,Germany,Wiesloch,not-applicable,Germany,3200000000,Technology,Software,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Vincent Viola",1956-02-12,67,Male,"United States","New York","New York","United States",3200000000,"Finance & Investments","Electronic trading",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Shaoxun Wu",1956-01-01,67,Male,China,Daye,not-applicable,China,3200000000,"Food & Beverage",Wine,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Steve Wynn",1942-01-27,81,Male,"United States","Palm Beach",Florida,"United States",3200000000,"Gambling & Casinos","Casinos, hotels",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Jon Yarbrough",1957-05-10,65,Male,"United States",Franklin,Tennessee,"United States",3200000000,"Gambling & Casinos","Video games",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Bajin Zhou",1935-05-01,87,Male,China,Changzhou,not-applicable,China,3200000000,Manufacturing,"Auto parts",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Tak Wong Cho",1946-05-15,76,Male,China,Fuqing,not-applicable,"Hong Kong",3100000000,Manufacturing,"Auto parts",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"John Coates",1970-01-07,53,Male,"United Kingdom",Stoke-On-Trent,not-applicable,"United Kingdom",3100000000,"Gambling & Casinos","Online gambling",1,66834405,2827113184696,81.3,25.5,30.6,101.2,60.0,119.6,55.378051,-3.435973
"Ryan Cohen",1985-08-04,37,Male,"United States","Bal Harbour",Florida,Canada,3100000000,"Finance & Investments",Investments,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Wen Deng",1968-03-01,55,Male,China,Chengdu,not-applicable,China,3100000000,"Food & Beverage",Flavorings,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Gurbachan Singh Dhingra",1950-04-09,72,Male,India,Delhi,not-applicable,India,3100000000,Manufacturing,Paints,1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Kuldip Singh Dhingra",1947-09-02,75,Male,India,Delhi,not-applicable,India,3100000000,Manufacturing,Paints,1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Martin Ebner",1945-08-01,77,Male,Switzerland,Wilen,not-applicable,Switzerland,3100000000,"Finance & Investments",Investments,1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Charles Edelstenne",1938-01-03,85,Male,France,Paris,not-applicable,France,3100000000,Manufacturing,Aviation,1,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Sergei Gordeev",1972-11-22,50,Male,Russia,Moscow,not-applicable,Russia,3100000000,"Real Estate","Real estate",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Jeff T. Green",1977-03-30,46,Male,"United States","Newbury Park",California,"United States",3100000000,"Media & Entertainment","Digital advertising",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Reed Hastings",1960-10-08,62,Male,"United States","Santa Cruz",California,"United States",3100000000,Technology,Netflix,1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Bertil Hult",1941-02-10,82,Male,Switzerland,Lucerne,not-applicable,Sweden,3100000000,Service,Education,1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Miguel Krigsner",1950-01-09,73,Male,Brazil,"Sao Jose dos Pinhais",not-applicable,Brazil,3100000000,"Fashion & Retail",Cosmetics,1,212559417,1839758040766,75.7,14.2,65.1,115.4,51.3,167.4,-14.235004,-51.925280
"Khoon Hong Kuok",1950-01-01,73,Male,Singapore,Singapore,not-applicable,Singapore,3100000000,Manufacturing,"Palm oil",0,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Aerin Lauder",1970-04-23,52,Female,"United States","New York","New York","United States",3100000000,"Fashion & Retail","Estee Lauder",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Sheldon Lavin",1932-06-17,90,Male,"United States","Highland Park",Illinois,"United States",3100000000,"Food & Beverage","Meat processing",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Yin Yee Lee",1952-01-01,71,Male,"Hong Kong","Hong Kong",not-applicable,China,3100000000,Manufacturing,Glass,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Vladimir Litvinenko",1955-08-14,67,Male,Russia,"Saint Petersburg",not-applicable,Russia,3100000000,Manufacturing,"Chemical industry",1,144373535,1699876578871,72.7,11.4,46.2,102.6,81.9,180.8,61.524010,105.318756
"Daniel Mate",1963-06-02,59,Male,Switzerland,"Kanton Schwyz",not-applicable,Spain,3100000000,"Metals & Mining","Mining, commodities",1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Ravi Modi",1977-03-13,46,Male,India,Kolkata,not-applicable,India,3100000000,"Fashion & Retail","Readymade garments",1,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Farhad Moshiri",1955-05-18,67,Male,Monaco,Monaco,not-applicable,"United Kingdom",3100000000,Diversified,Diversified,1,38964,7184844193,NULL,NULL,NULL,NULL,NULL,NULL,43.738418,7.424616
"Jonathan Nelson",1956-05-18,66,Male,"United States",Providence,"Rhode Island","United States",3100000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Wai Sheun Or",1951-06-01,71,Male,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3100000000,"Real Estate","Real estate",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Katharina Otto-Bernstein",1964-01-01,59,Female,"United States","New York","New York",Germany,3100000000,"Real Estate","Real estate",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Sergei Popov",1971-08-12,51,Male,Switzerland,unknown,not-applicable,Russia,3100000000,"Finance & Investments",Banking,1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Penny Pritzker",1959-05-02,63,Female,"United States",Chicago,Illinois,"United States",3100000000,"Finance & Investments","Hotels, investments",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Theodore Rachmat",1943-12-15,79,Male,Indonesia,Jakarta,not-applicable,Indonesia,3100000000,Diversified,Diversified,0,270203917,1119190780753,71.5,10.2,30.1,106.4,36.3,151.2,-0.789275,113.921327
"Renzo Rosso",1955-09-15,67,Male,Italy,"Bassano del Grappa",not-applicable,Italy,3100000000,"Fashion & Retail",Fashion,1,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Friede Springer",1942-08-15,80,Female,Germany,Berlin,not-applicable,Germany,3100000000,"Media & Entertainment",Publishing,0,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Rita Tong Liu",1948-06-29,74,Female,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3100000000,"Real Estate","Real estate",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Timur Turlov",1987-11-13,35,Male,Kazakhstan,Almaty,not-applicable,Kazakhstan,3100000000,"Finance & Investments","Stock brokerage",1,18513930,180161741180,73.2,11.7,28.4,104.4,61.7,182.8,48.019573,66.923684
"Frank VanderSloot",1948-08-14,74,Male,"United States","Idaho Falls",Idaho,"United States",3100000000,"Fashion & Retail","Nutrition, wellness products",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Jung-hyun Yoo",1969-04-16,53,Female,"South Korea",Jeju-do,not-applicable,"South Korea",3100000000,"Media & Entertainment","Online games",1,51709098,2029000000000,82.6,15.6,33.2,98.1,94.3,115.2,35.907757,127.766922
"Abdulla bin Ahmad Al Ghurair",1960-03-29,65,Male,"United Arab Emirates",Dubai,not-applicable,"United Arab Emirates",3000000000,Diversified,Diversified,0,9770529,421142267938,77.8,0.1,15.9,108.4,36.8,114.5,23.424076,53.847818
"Semahat Sevim Arsel",1928-09-08,94,Female,Turkey,Istanbul,not-applicable,Turkey,3000000000,Diversified,Diversified,0,83429615,754411708203,77.4,17.9,42.3,93.2,23.9,234.4,38.963745,35.243322
"Nicolas Berggruen",1961-08-10,61,Male,"United States","Beverly Hills",California,"United States",3000000000,"Real Estate","Real estate, investments",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"George Bishop",1937-10-06,85,Male,"United States","The Woodlands",Texas,"United States",3000000000,Energy,"Oil & gas",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Norman Braman",1932-08-22,90,Male,"United States",Miami,Florida,"United States",3000000000,Automotive,"Art, car dealerships",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Eva Maria Bucher-Haefner",1957-01-01,66,Female,Switzerland,Zurich,not-applicable,Switzerland,3000000000,Technology,"Software, investments",0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Dongchen Cai",1953-02-01,70,Male,China,Luancheng,not-applicable,China,3000000000,Healthcare,Pharmaceuticals,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Jean-Pierre Cayard",1943-01-01,80,Male,France,Paris,not-applicable,France,3000000000,"Food & Beverage",Spirits,0,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Tan Ching-fen Chan",1960-03-29,65,Female,"Hong Kong","Hong Kong",not-applicable,"Hong Kong",3000000000,"Real Estate","Real estate",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Todd Christopher",1962-10-08,60,Male,"United States",Clearwater,Florida,"United States",3000000000,"Fashion & Retail","Hair care products",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Mang Yee Chu",1960-01-01,63,Male,China,Guangzhou,not-applicable,China,3000000000,"Real Estate","Real estate",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"William Conway",1949-08-27,73,Male,"United States",McLean,Virginia,"United States",3000000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Jean Coutu",1927-05-29,95,Male,Canada,Montreal,not-applicable,Canada,3000000000,"Fashion & Retail",Drugstores,1,36991981,1736425629520,81.9,12.8,24.5,100.9,68.9,116.8,56.130366,-106.346771
"Catheline Perier D'Ieteren",1944-07-05,78,Female,unknown,unknown,not-applicable,Belgium,3000000000,Automotive,"Auto parts, distribution",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Edward DeBartolo",1946-11-06,76,Male,"United States",Tampa,Florida,"United States",3000000000,"Real Estate","Shopping centers",0,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Stephen Deckoff",1965-11-04,57,Male,"United States","St. John","U.S. Virgin Islands","United States",3000000000,"Finance & Investments","Private equity",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Hailiang Feng",1960-10-01,62,Male,China,Zhuji,not-applicable,China,3000000000,"Metals & Mining","Copper, education",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Ernest Garcia",1957-05-21,65,Male,"United States",Tempe,Arizona,"United States",3000000000,Automotive,"Used cars",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Sam Goi",1946-12-28,76,Male,Singapore,Singapore,not-applicable,Singapore,3000000000,"Food & Beverage","Frozen foods",1,5703569,372062527489,83.1,13.1,21.0,100.6,84.8,114.4,1.352083,103.819836
"Carlos Hank Rhon",1947-12-10,75,Male,Mexico,"Mexico City",not-applicable,Mexico,3000000000,Diversified,Banking,0,126014024,1258286717125,75.0,13.1,55.1,105.8,40.2,141.5,23.634501,-102.552784
"Susan Carol Holland",1956-05-27,66,Female,Italy,Milan,not-applicable,Italy,3000000000,Manufacturing,"Hearing aids",0,60297396,2001244392042,82.9,24.3,59.1,101.9,61.9,110.6,41.871940,12.567380
"Ka Yan Hui",1958-10-01,64,Male,China,Shenzhen,not-applicable,China,3000000000,"Real Estate","Real estate",1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Vivek Jain",1955-08-30,67,Male,India,Delhi,not-applicable,India,3000000000,Manufacturing,Chemicals,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Friedrich Knapp",1951-05-06,71,Male,Germany,Brunswick,not-applicable,Germany,3000000000,"Fashion & Retail","Fashion retail",1,83132799,3845630030824,80.9,11.5,48.8,104.0,70.2,112.9,51.165691,10.451526
"Egor Kulkov",1971-12-07,51,Male,Switzerland,Grimisuat,not-applicable,Russia,3000000000,Healthcare,Pharmaceuticals,1,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"Ming-hsiung Lin",1950-01-01,73,Male,Taiwan,Taipei,not-applicable,Taiwan,3000000000,"Fashion & Retail",Supermarkets,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xiucheng Lin",1955-10-10,67,Male,China,Xiamen,not-applicable,China,3000000000,Technology,Electronics,1,1397715000,19910000000000,77.0,9.4,59.2,100.2,50.6,125.1,35.861660,104.195397
"Harsh Mariwala",1951-05-14,71,Male,India,Mumbai,not-applicable,India,3000000000,"Food & Beverage","Consumer goods",0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
"Gilles Martin",1963-10-20,59,Male,France,Nantes,not-applicable,France,3000000000,Healthcare,"Laboratory services",1,67059887,2715518274227,82.5,24.2,60.7,102.5,65.6,110.1,46.227638,2.213749
"Maja Oeri",1955-01-01,68,Female,Switzerland,Basel,not-applicable,Switzerland,3000000000,Healthcare,Pharmaceuticals,0,8574832,703082435360,83.6,10.1,28.8,105.2,59.6,99.6,46.818188,8.227512
"John Paulson",1955-12-14,67,Male,"United States","New York","New York","United States",3000000000,"Finance & Investments","Hedge funds",1,328239523,21427700000000,78.5,9.6,36.6,101.8,88.2,117.2,37.090240,-95.712891
"Ajay Piramal",1955-08-03,67,Male,India,Mumbai,not-applicable,India,3000000000,Healthcare,Pharmaceuticals,0,1366417754,2611000000000,69.4,11.2,49.7,113.0,28.1,180.4,20.593684,78.962880
